RoundID,MatchID,TeamInitials,CoachName,LineUp,JerseyNumber,PlayerName,PlayerPosition,Event
262,2098,URU,PORTA ROBERTO (URU),S,6,RICARDO PAVONI,,
262,2098,NED,MICHELS RINUS (NED),S,13,JOHAN NEESKENS,,
262,2098,URU,PORTA ROBERTO (URU),S,7,LUIS CUBILLA,,O64'
262,2098,NED,MICHELS RINUS (NED),S,14,JOHAN CRUYFF,C,
262,2098,URU,PORTA ROBERTO (URU),S,8,VICTOR ESPARRAGO,,
262,2098,NED,MICHELS RINUS (NED),S,15,ROB RENSENBRINK,,
262,2098,URU,PORTA ROBERTO (URU),S,9,FERNANDO MORENA,,
262,2098,NED,MICHELS RINUS (NED),S,16,JOHNNY REP,,G7' G86'
262,2098,URU,PORTA ROBERTO (URU),S,10,PEDRO ROCHA,,
262,2098,NED,MICHELS RINUS (NED),S,17,WIM RIJSBERGEN,,
262,2098,URU,PORTA ROBERTO (URU),S,18,WALTER MANTEGAZZA,,Y25'
262,2098,NED,MICHELS RINUS (NED),S,20,WIM SUURBIER,,
262,2098,URU,PORTA ROBERTO (URU),N,11,RUBEN CORBO,,
262,2098,NED,MICHELS RINUS (NED),N,1,RUUD GEELS,,
262,2098,URU,PORTA ROBERTO (URU),N,12,HECTOR SANTOS,,
262,2098,NED,MICHELS RINUS (NED),N,4,CEES VAN IERSSEL,,
262,2098,URU,PORTA ROBERTO (URU),N,13,GUSTAVO DE SIMONE,,
262,2098,NED,MICHELS RINUS (NED),N,5,RINUS ISRAEL,,
262,2098,URU,PORTA ROBERTO (URU),N,14,LUIS GARISTO,,
262,2098,NED,MICHELS RINUS (NED),N,7,THEO DE JONG,,
262,2098,URU,PORTA ROBERTO (URU),N,15,MARIO GONZALEZ,,
262,2098,NED,MICHELS RINUS (NED),N,9,PIET KEIZER,,
262,2098,URU,PORTA ROBERTO (URU),N,16,ALBERTO CARDACCIO,,
262,2098,NED,MICHELS RINUS (NED),N,10,RENE VAN DE KERKHOF,,
262,2098,URU,PORTA ROBERTO (URU),N,17,JULIO CESAR JIMENEZ,,
262,2098,NED,MICHELS RINUS (NED),N,11,WILLY VAN DE KERKHOF,,
262,2098,URU,PORTA ROBERTO (URU),N,19,DENIS MILAR,,I64'
262,2098,NED,MICHELS RINUS (NED),N,18,PIET SCHRIJVERS,,
262,2098,URU,PORTA ROBERTO (URU),N,20,JUAN SILVA,,
262,2098,NED,MICHELS RINUS (NED),N,19,PLEUN STRIK,,
262,2098,URU,PORTA ROBERTO (URU),N,21,JOSE GOMEZ,,
262,2098,NED,MICHELS RINUS (NED),N,21,EDDY TREIJTEL,,
262,2098,URU,PORTA ROBERTO (URU),N,22,GUSTAVO FERNANDEZ,,
262,2098,NED,MICHELS RINUS (NED),N,22,HARRY VOS,,
262,1995,SWE,ERICSON GEORG (SWE),S,1,RONNIE HELLSTROM,GK,
262,1995,BUL,MLADENOV HRISTO (BUL),S,1,RUMEN GORANOV,GK,
262,1995,SWE,ERICSON GEORG (SWE),S,2,JAN OLSSON,,
262,1995,BUL,MLADENOV HRISTO (BUL),S,4,STEFAN VELICHKOV,,
262,1995,SWE,ERICSON GEORG (SWE),S,3,KENT KARLSSON,,
262,1995,BUL,MLADENOV HRISTO (BUL),S,5,BOZHIL KOLEV,,
262,1995,SWE,ERICSON GEORG (SWE),S,5,BJORN ANDERSSON,,
262,1995,BUL,MLADENOV HRISTO (BUL),S,6,DIMITAR PENEV,,
262,1995,SWE,ERICSON GEORG (SWE),S,6,OVE GRAHN,,
262,1995,BUL,MLADENOV HRISTO (BUL),S,7,VOIN VOINOV,,O75'
262,1995,SWE,ERICSON GEORG (SWE),S,7,BO LARSSON,C,
262,1995,BUL,MLADENOV HRISTO (BUL),S,8,HRISTO BONEV,C,
262,1995,SWE,ERICSON GEORG (SWE),S,8,CONNY TORSTENSSON,,
262,1995,BUL,MLADENOV HRISTO (BUL),S,11,GEORGI DENEV,,
262,1995,SWE,ERICSON GEORG (SWE),S,9,OVE KINDVALL,,O73'
262,1995,BUL,MLADENOV HRISTO (BUL),S,15,PAVEL PANOV,,O73'
262,1995,SWE,ERICSON GEORG (SWE),S,10,RALF EDSTROM,,
262,1995,BUL,MLADENOV HRISTO (BUL),S,17,ASPARUKH NIKODIMOV,,
262,1995,SWE,ERICSON GEORG (SWE),S,11,ROLAND SANDBERG,,
262,1995,BUL,MLADENOV HRISTO (BUL),S,18,TSONYO VASILEV,,
262,1995,SWE,ERICSON GEORG (SWE),S,14,STAFFAN TAPPER,,
262,1995,BUL,MLADENOV HRISTO (BUL),S,19,KIRIL IVKOV,,
262,1995,SWE,ERICSON GEORG (SWE),N,4,BJORN NORDQVIST,,
262,1995,BUL,MLADENOV HRISTO (BUL),N,2,IVAN ZAFIROV,,
262,1995,SWE,ERICSON GEORG (SWE),N,12,SVEN-GUNNAR LARSSON,,
262,1995,BUL,MLADENOV HRISTO (BUL),N,3,DOBROMIR JECHEV,,
262,1995,SWE,ERICSON GEORG (SWE),N,13,ROLAND GRIP,,
262,1995,BUL,MLADENOV HRISTO (BUL),N,9,ATANAS MIKHAILOV,,I75'
262,1995,SWE,ERICSON GEORG (SWE),N,15,BENNO MAGNUSSON,,I73'
262,1995,BUL,MLADENOV HRISTO (BUL),N,10,IVAN STOYANOV,,
262,1995,SWE,ERICSON GEORG (SWE),N,16,INGE EJDERSTEDT,,
262,1995,BUL,MLADENOV HRISTO (BUL),N,12,STEFAN ALADZHOV,,
262,1995,SWE,ERICSON GEORG (SWE),N,17,GORAN HAGBERG,,
262,1995,BUL,MLADENOV HRISTO (BUL),N,13,MLADEN VASILEV,,I73'
262,1995,SWE,ERICSON GEORG (SWE),N,18,JORGEN AUGUSTSSON,,
262,1995,BUL,MLADENOV HRISTO (BUL),N,14,KIRIL MILANOV,,
262,1995,SWE,ERICSON GEORG (SWE),N,19,CLAES CRONQVIST,,
262,1995,BUL,MLADENOV HRISTO (BUL),N,16,BOZHIDAR GRIGOROV,,
262,1995,SWE,ERICSON GEORG (SWE),N,20,SVEN LINDMAN,,
262,1995,BUL,MLADENOV HRISTO (BUL),N,20,KRASIMIR BORISOV,,
262,1995,SWE,ERICSON GEORG (SWE),N,21,ORJAN PERSSON,,
262,1995,BUL,MLADENOV HRISTO (BUL),N,21,STEFAN STAIKOV,,
262,1995,SWE,ERICSON GEORG (SWE),N,22,THOMAS AHLSTROM,,
262,1995,BUL,MLADENOV HRISTO (BUL),N,22,SIMEON SIMEONOV,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,1,DINO ZOFF,GK,
262,2083,HAI,TASSY ANTOINE (HAI),S,1,HENRY FRANCILLON,GK,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,2,LUCIANO SPINOSI,,
262,2083,HAI,TASSY ANTOINE (HAI),S,3,ARSENE AUGUSTE,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,3,GIACINTO FACCHETTI,C,
262,2083,HAI,TASSY ANTOINE (HAI),S,6,PIERRE BAYONNE,,Y1'
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,4,ROMEO BENETTI,,G66'
262,2083,HAI,TASSY ANTOINE (HAI),S,7,PHILIPPE VORBE,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,5,FRANCESCO MORINI,,
262,2083,HAI,TASSY ANTOINE (HAI),S,8,JEAN CLAUDE DESIR,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,6,TARCISIO BURGNICH,,
262,2083,HAI,TASSY ANTOINE (HAI),S,9,EDDY ANTOINE,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,7,SANDRO MAZZOLA,,
262,2083,HAI,TASSY ANTOINE (HAI),S,10,GUY FRANCOIS,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,8,FABIO CAPELLO,,
262,2083,HAI,TASSY ANTOINE (HAI),S,11,GUY SAINT-VIL,,OH46'
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,9,GIORGIO CHINAGLIA,,O70'
262,2083,HAI,TASSY ANTOINE (HAI),S,12,ERNST JEAN-JOSEPH,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,10,GIANNI RIVERA,,G52'
262,2083,HAI,TASSY ANTOINE (HAI),S,14,WILNER NAZAIRE,C,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),S,11,GIGI RIVA,,
262,2083,HAI,TASSY ANTOINE (HAI),S,20,EMMANUEL SANON,,G46'
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,12,ENRICO ALBERTOSI,,
262,2083,HAI,TASSY ANTOINE (HAI),N,2,WILNER PIQUANT,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,13,GIUSEPPE SABADINI,,
262,2083,HAI,TASSY ANTOINE (HAI),N,4,FRITZ ANDRE,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,14,MAURO BELLUGI,,
262,2083,HAI,TASSY ANTOINE (HAI),N,5,SERGE DUCOSTE,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,15,GIUSEPPE WILSON,,
262,2083,HAI,TASSY ANTOINE (HAI),N,13,SERGE RACINE,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,16,ANTONIO JULIANO,,
262,2083,HAI,TASSY ANTOINE (HAI),N,15,ROGER SAINT-VIL,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,17,LUCIANO RE CECCONI,,
262,2083,HAI,TASSY ANTOINE (HAI),N,16,FRITZ LEANDRE,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,18,FRANCO CAUSIO,,
262,2083,HAI,TASSY ANTOINE (HAI),N,17,JOSEPH-MARION LEANDRE,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,19,PIETRO ANASTASI,,I70' G79'
262,2083,HAI,TASSY ANTOINE (HAI),N,18,CLAUDE BARTHELEMY,,IH46'
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,20,ROBERTO BONINSEGNA,,
262,2083,HAI,TASSY ANTOINE (HAI),N,19,JEAN-HUBERT AUSTIN,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,21,PAOLO PULICI,,
262,2083,HAI,TASSY ANTOINE (HAI),N,21,WILFRED LOUIS,,
262,2083,ITA,VALCAREGGI FERRUCCIO (ITA),N,22,LUCIANO CASTELLINI,,
262,2083,HAI,TASSY ANTOINE (HAI),N,22,GERARD JOSEPH,,
262,1952,POL,GORSKI KAZIMIERZ (POL),S,2,JAN TOMASZEWSKI,GK,
262,1952,ARG,CAP VLADISLAO (ARG),S,1,DANIEL CARNEVALI,GK,
262,1952,POL,GORSKI KAZIMIERZ (POL),S,4,ANTONI SZYMANOWSKI,,
262,1952,ARG,CAP VLADISLAO (ARG),S,2,RUBEN AYALA,,
262,1952,POL,GORSKI KAZIMIERZ (POL),S,6,JERZY GORGON,,
262,1952,ARG,CAP VLADISLAO (ARG),S,3,CARLOS BABINGTON,,Y1' G66'
262,1952,POL,GORSKI KAZIMIERZ (POL),S,9,WLADYSLAW ZMUDA,,
262,1952,ARG,CAP VLADISLAO (ARG),S,4,AUGUSTIN BALBUENA,,
262,1952,POL,GORSKI KAZIMIERZ (POL),S,10,ADAM MUSIAL,,
262,1952,ARG,CAP VLADISLAO (ARG),S,5,ANGEL BARGAS,,O67'
262,1952,POL,GORSKI KAZIMIERZ (POL),S,12,KAZIMIERZ DEYNA,C,
262,1952,ARG,CAP VLADISLAO (ARG),S,6,MIGUEL BRINDISI,,OH45'
262,1952,POL,GORSKI KAZIMIERZ (POL),S,13,HENRYK KASPERCZAK,,
262,1952,ARG,CAP VLADISLAO (ARG),S,10,RAMON HEREDIA,,G60'
262,1952,POL,GORSKI KAZIMIERZ (POL),S,14,ZYGMUNT MASZCZYK,,
262,1952,ARG,CAP VLADISLAO (ARG),S,13,MARIO KEMPES,,
262,1952,POL,GORSKI KAZIMIERZ (POL),S,16,GRZEGORZ LATO,,G7' G62'
262,1952,ARG,CAP VLADISLAO (ARG),S,14,ROBERTO PERFUMO,C,Y1'
262,1952,POL,GORSKI KAZIMIERZ (POL),S,17,ANDRZEJ SZARMACH,,G8' O70'
262,1952,ARG,CAP VLADISLAO (ARG),S,16,FRANCISCO SA,,
262,1952,POL,GORSKI KAZIMIERZ (POL),S,18,ROBERT GADOCHA,,O85'
262,1952,ARG,CAP VLADISLAO (ARG),S,20,ENRIQUE WOLFF,,
262,1952,POL,GORSKI KAZIMIERZ (POL),N,1,ANDRZEJ FISCHER,,
262,1952,ARG,CAP VLADISLAO (ARG),N,7,JORGE CARRASCOSA,,
262,1952,POL,GORSKI KAZIMIERZ (POL),N,3,ZYGMUNT KALINOWSKI,,
262,1952,ARG,CAP VLADISLAO (ARG),N,8,ENRIQUE CHAZARRETA,,
262,1952,POL,GORSKI KAZIMIERZ (POL),N,5,ZBIGNIEW GUT,,
262,1952,ARG,CAP VLADISLAO (ARG),N,9,RUBEN GLARIA,,
262,1952,POL,GORSKI KAZIMIERZ (POL),N,7,HENRYK WIECZOREK,,
262,1952,ARG,CAP VLADISLAO (ARG),N,11,RENE HOUSEMAN,,IH45'
262,1952,POL,GORSKI KAZIMIERZ (POL),N,8,MIROSLAW BULZACKI,,
262,1952,ARG,CAP VLADISLAO (ARG),N,12,UBALDO FILLOL,,
262,1952,POL,GORSKI KAZIMIERZ (POL),N,11,LESLAW CMIKIEWICZ,,I85'
262,1952,ARG,CAP VLADISLAO (ARG),N,15,ALDO POY,,
262,1952,POL,GORSKI KAZIMIERZ (POL),N,15,ROMAN JAKOBCZAK,,
262,1952,ARG,CAP VLADISLAO (ARG),N,17,CARLOS SQUEO,,
262,1952,POL,GORSKI KAZIMIERZ (POL),N,19,JAN DOMARSKI,,I70'
262,1952,ARG,CAP VLADISLAO (ARG),N,18,ROBERTO TELCH,,I67'
262,1952,POL,GORSKI KAZIMIERZ (POL),N,20,ZDZISLAW KAPKA,,
262,1952,ARG,CAP VLADISLAO (ARG),N,19,NESTOR TOGNERI,,
262,1952,POL,GORSKI KAZIMIERZ (POL),N,21,KAZIMIERZ KMIECIK,,
262,1952,ARG,CAP VLADISLAO (ARG),N,21,MIGUEL SANTORO,,
262,1952,POL,GORSKI KAZIMIERZ (POL),N,22,MAREK KUSTO,,
262,1952,ARG,CAP VLADISLAO (ARG),N,22,HECTOR YAZALDE,,
262,1954,AUS,RASIC RALE (YUG),S,1,JACK REILLY,GK,
262,1954,FRG,SCHOEN HELMUT (FRG),S,1,SEPP MAIER,GK,
262,1954,AUS,RASIC RALE (YUG),S,2,DOUG UTJESENOVIC,,
262,1954,FRG,SCHOEN HELMUT (FRG),S,2,BERTI VOGTS,,
262,1954,AUS,RASIC RALE (YUG),S,3,PETER WILSON,C,
262,1954,FRG,SCHOEN HELMUT (FRG),S,3,PAUL BREITNER,,
262,1954,AUS,RASIC RALE (YUG),S,4,MANFRED SCHAEFER,,
262,1954,FRG,SCHOEN HELMUT (FRG),S,4,HANS GEORG SCHWARZENBECK,,
262,1954,AUS,RASIC RALE (YUG),S,5,COLIN CURRAN,,
262,1954,FRG,SCHOEN HELMUT (FRG),S,5,FRANZ BECKENBAUER,C,
262,1954,AUS,RASIC RALE (YUG),S,6,RAY RICHARDS,,
262,1954,FRG,SCHOEN HELMUT (FRG),S,8,BERND CULLMANN,,G34' O67'
262,1954,AUS,RASIC RALE (YUG),S,7,JIMMY ROONEY,,
262,1954,FRG,SCHOEN HELMUT (FRG),S,9,JUERGEN GRABOWSKI,,
262,1954,AUS,RASIC RALE (YUG),S,8,JIMMY MACKAY,,Y1'
262,1954,FRG,SCHOEN HELMUT (FRG),S,11,JUPP HEYNCKES,,OH46'
262,1954,AUS,RASIC RALE (YUG),S,12,ADRIAN ALSTON,,
262,1954,FRG,SCHOEN HELMUT (FRG),S,12,WOLFGANG OVERATH,,G12'
262,1954,AUS,RASIC RALE (YUG),S,19,ERNIE CAMPBELL,,OH46'
262,1954,FRG,SCHOEN HELMUT (FRG),S,13,GERD MUELLER,,G53'
262,1954,AUS,RASIC RALE (YUG),S,20,BRANKO BULJEVIC,,O61'
262,1954,FRG,SCHOEN HELMUT (FRG),S,14,ULI HOENESS,,
262,1954,AUS,RASIC RALE (YUG),N,9,JOHN WARREN,,
262,1954,FRG,SCHOEN HELMUT (FRG),N,6,HORST-DIETER HOETTGES,,
262,1954,AUS,RASIC RALE (YUG),N,10,GARY MANUEL,,
262,1954,FRG,SCHOEN HELMUT (FRG),N,7,HERBERT WIMMER,,I67'
262,1954,AUS,RASIC RALE (YUG),N,11,ATTILA ABONYI,,IH46'
262,1954,FRG,SCHOEN HELMUT (FRG),N,10,GUENTER NETZER,,
262,1954,AUS,RASIC RALE (YUG),N,13,PETER OLLERTON,,I61'
262,1954,FRG,SCHOEN HELMUT (FRG),N,15,HEINZ FLOHE,,
262,1954,AUS,RASIC RALE (YUG),N,14,MAX TOLSON,,
262,1954,FRG,SCHOEN HELMUT (FRG),N,16,RAINER BONHOF,,
262,1954,AUS,RASIC RALE (YUG),N,15,HARRY WILLIAMS,,
262,1954,FRG,SCHOEN HELMUT (FRG),N,17,BERND HOELZENBEIN,,IH46'
262,1954,AUS,RASIC RALE (YUG),N,16,IVO RUDIC,,
262,1954,FRG,SCHOEN HELMUT (FRG),N,18,DIETER HERZOG,,
262,1954,AUS,RASIC RALE (YUG),N,17,DAVE HARDING,,
262,1954,FRG,SCHOEN HELMUT (FRG),N,19,JUPP KAPPELLMANN,,
262,1954,AUS,RASIC RALE (YUG),N,18,JOHN WATKISS,,
262,1954,FRG,SCHOEN HELMUT (FRG),N,20,HELMUT KREMERS,,
262,1954,AUS,RASIC RALE (YUG),N,21,JIMMY MILISAVLJEVIC,,
262,1954,FRG,SCHOEN HELMUT (FRG),N,21,NORBERT NIGBUR,,
262,1954,AUS,RASIC RALE (YUG),N,22,ALLAN MAHER,,
262,1954,FRG,SCHOEN HELMUT (FRG),N,22,WOLFGANG KLEFF,,
262,1985,SCO,ORMOND WILLIE (SCO),S,1,DAVID HARVEY,GK,
262,1985,BRA,ZAGALLO MARIO (BRA),S,1,LEAO,GK,
262,1985,SCO,ORMOND WILLIE (SCO),S,2,SANDY JARDINE,,
262,1985,BRA,ZAGALLO MARIO (BRA),S,2,LUIS PEREIRA,,
262,1985,SCO,ORMOND WILLIE (SCO),S,3,DANNY MCGRAIN,,
262,1985,BRA,ZAGALLO MARIO (BRA),S,3,MARINHO PERES,,Y1'
262,1985,SCO,ORMOND WILLIE (SCO),S,4,BILLY BREMNER,C,
262,1985,BRA,ZAGALLO MARIO (BRA),S,5,WILSON PIAZZA,C,
262,1985,SCO,ORMOND WILLIE (SCO),S,5,JAMES HOLTON,,
262,1985,BRA,ZAGALLO MARIO (BRA),S,6,MARINHO CHAGAS,,Y1'
262,1985,SCO,ORMOND WILLIE (SCO),S,8,KENNY DALGLISH,,
262,1985,BRA,ZAGALLO MARIO (BRA),S,7,JAIRZINHO,,
262,1985,SCO,ORMOND WILLIE (SCO),S,9,JOE JORDAN,,
262,1985,BRA,ZAGALLO MARIO (BRA),S,8,LEIVINHA,,O65'
262,1985,SCO,ORMOND WILLIE (SCO),S,10,DAVIE HAY,,
262,1985,BRA,ZAGALLO MARIO (BRA),S,10,RIVELINO,,Y35'
262,1985,SCO,ORMOND WILLIE (SCO),S,11,PETER LORIMER,,
262,1985,BRA,ZAGALLO MARIO (BRA),S,11,PAULO CESAR,,
262,1985,SCO,ORMOND WILLIE (SCO),S,14,MARTIN BUCHAN,,
262,1985,BRA,ZAGALLO MARIO (BRA),S,14,NELINHO,,
262,1985,SCO,ORMOND WILLIE (SCO),S,20,WILLIE MORGAN,,
262,1985,BRA,ZAGALLO MARIO (BRA),S,19,MIRANDINHA,,
262,1985,SCO,ORMOND WILLIE (SCO),N,6,JOHN BLACKLEY,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,4,ZE MARIA,,
262,1985,SCO,ORMOND WILLIE (SCO),N,7,JIMMY JOHNSTONE,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,9,CESAR,,
262,1985,SCO,ORMOND WILLIE (SCO),N,12,THOMSON ALLAN,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,12,RENATO,,
262,1985,SCO,ORMOND WILLIE (SCO),N,13,JIM STEWART,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,13,VALDOMIRO,,
262,1985,SCO,ORMOND WILLIE (SCO),N,15,PETER CORMACK,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,15,ALFREDO,,
262,1985,SCO,ORMOND WILLIE (SCO),N,16,WILLIE DONACHIE,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,16,MARCO ANTONIO,,
262,1985,SCO,ORMOND WILLIE (SCO),N,17,DONALD FORD,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,17,CARPEGIANI,,I65'
262,1985,SCO,ORMOND WILLIE (SCO),N,18,TOMMY HUTCHISON,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,18,ADEMIR DA GUIA,,
262,1985,SCO,ORMOND WILLIE (SCO),N,19,DENIS LAW,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,20,EDU,,
262,1985,SCO,ORMOND WILLIE (SCO),N,21,GORDON MCQUEEN,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,21,DIRCEU,,
262,1985,SCO,ORMOND WILLIE (SCO),N,22,ERICH SCHAEDLER,,
262,1985,BRA,ZAGALLO MARIO (BRA),N,22,WALDIR PERES,,
262,2004,CHI,ALAMOS LUIS (CHI),S,1,LEOPOLDO VALLEJOS,GK,
262,2004,GDR,BUSCHNER GEORG (GER),S,1,JUERGEN CROY,GK,
262,2004,CHI,ALAMOS LUIS (CHI),S,2,ROLANDO GARCIA,,
262,2004,GDR,BUSCHNER GEORG (GER),S,3,BERND BRANSCH,C,
262,2004,CHI,ALAMOS LUIS (CHI),S,3,ALBERTO QUINTANO,,
262,2004,GDR,BUSCHNER GEORG (GER),S,4,KONRAD WEISE,,
262,2004,CHI,ALAMOS LUIS (CHI),S,4,ANTONIO ARIAS,,
262,2004,GDR,BUSCHNER GEORG (GER),S,11,JOACHIM STREICH,,
262,2004,CHI,ALAMOS LUIS (CHI),S,5,ELIAS FIGUEROA,,
262,2004,GDR,BUSCHNER GEORG (GER),S,12,SIEGMAR WAETZLICH,,
262,2004,CHI,ALAMOS LUIS (CHI),S,8,FRANCISCO VALDES,C,OH46'
262,2004,GDR,BUSCHNER GEORG (GER),S,14,JUERGEN SPARWASSER,,
262,2004,CHI,ALAMOS LUIS (CHI),S,9,SERGIO AHUMADA,,G69'
262,2004,GDR,BUSCHNER GEORG (GER),S,15,EBERHARD VOGEL,,O72'
262,2004,CHI,ALAMOS LUIS (CHI),S,10,CARLOS REINOSO,,
262,2004,GDR,BUSCHNER GEORG (GER),S,16,HARALD IRMSCHER,,
262,2004,CHI,ALAMOS LUIS (CHI),S,11,LEONARDO VELIZ,,Y56'
262,2004,GDR,BUSCHNER GEORG (GER),S,18,GERD KISCHE,,Y65'
262,2004,CHI,ALAMOS LUIS (CHI),S,16,GUILLERMO PAEZ,,Y60'
262,2004,GDR,BUSCHNER GEORG (GER),S,19,WOLFGANG SEGUIN,,O29'
262,2004,CHI,ALAMOS LUIS (CHI),S,18,JORGE SOCIAS,,O67'
262,2004,GDR,BUSCHNER GEORG (GER),S,20,MARTIN HOFFMANN,,G55'
262,2004,CHI,ALAMOS LUIS (CHI),N,6,JUAN RODRIGUEZ,,
262,2004,GDR,BUSCHNER GEORG (GER),N,2,LOTHAR KURBJUWEIT,,
262,2004,CHI,ALAMOS LUIS (CHI),N,7,CARLOS CASZELY,,
262,2004,GDR,BUSCHNER GEORG (GER),N,5,JOACHIM FRITSCHE,,
262,2004,CHI,ALAMOS LUIS (CHI),N,12,JUAN MACHUCA,,
262,2004,GDR,BUSCHNER GEORG (GER),N,6,RUEDIGER SCHNUPHASE,,
262,2004,CHI,ALAMOS LUIS (CHI),N,13,RAFAEL GONZALEZ,,
262,2004,GDR,BUSCHNER GEORG (GER),N,7,JUERGEN POMMERENKE,,
262,2004,CHI,ALAMOS LUIS (CHI),N,14,ALFONSO LARA,,
262,2004,GDR,BUSCHNER GEORG (GER),N,8,WOLFRAM LOEWE,,
262,2004,CHI,ALAMOS LUIS (CHI),N,15,MARIO GALINDO,,
262,2004,GDR,BUSCHNER GEORG (GER),N,9,PETER DUCKE,,I29'
262,2004,CHI,ALAMOS LUIS (CHI),N,17,GUILLERMO YAVAR,,IH46'
262,2004,GDR,BUSCHNER GEORG (GER),N,10,HANS-JUERGEN KREISCHE,,I72'
262,2004,CHI,ALAMOS LUIS (CHI),N,19,ROGELIO FARIAS,,I67'
262,2004,GDR,BUSCHNER GEORG (GER),N,13,REINHARD LAUCK,,
262,2004,CHI,ALAMOS LUIS (CHI),N,20,OSVALDO CASTRO,,
262,2004,GDR,BUSCHNER GEORG (GER),N,17,ERICH HAMANN,,
262,2004,CHI,ALAMOS LUIS (CHI),N,21,JUAN OLIVARES,,
262,2004,GDR,BUSCHNER GEORG (GER),N,21,WOLFGANG BLOCHWITZ,,
262,2004,CHI,ALAMOS LUIS (CHI),N,22,ADOLFO NEF,,
262,2004,GDR,BUSCHNER GEORG (GER),N,22,WERNER FRIESE,,
262,2186,YUG,MILJANIC MILJAN (SRB),S,1,ENVER MARIC,GK,
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,1,KAZADI MUAMBA,GK,O21'
262,2186,YUG,MILJANIC MILJAN (SRB),S,2,IVAN BULJAN,,
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,2,MUEPU ILUNGA,,
262,2186,YUG,MILJANIC MILJAN (SRB),S,3,ENVER HADZIABDIC,,Y1'
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,3,MWANZA NEL MUKOMBO,,
262,2186,YUG,MILJANIC MILJAN (SRB),S,5,JOSIP KATALINSKI,,G22'
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,4,BUANGA TSHIMEN,,
262,2186,YUG,MILJANIC MILJAN (SRB),S,6,VLADISLAV BOGICEVIC,,G35'
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,5,LOBILO BOBA,,
262,2186,YUG,MILJANIC MILJAN (SRB),S,7,ILIJA PETKOVIC,,G65'
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,6,KILASU MASSAMBA,,
262,2186,YUG,MILJANIC MILJAN (SRB),S,8,BRANKO OBLAK,,G61'
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,8,MANA MAMBUENE,,
262,2186,YUG,MILJANIC MILJAN (SRB),S,9,IVICA SURJAK,,G18'
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,9,KEMBO UBA KEMBO,,
262,2186,YUG,MILJANIC MILJAN (SRB),S,10,JOVAN ACIMOVIC,,
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,10,KIDUMU MANTANTU,C,
262,2186,YUG,MILJANIC MILJAN (SRB),S,11,DRAGAN DZAJIC,C,G14'
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,13,NDAYE MULAMBA,,R23'
262,2186,YUG,MILJANIC MILJAN (SRB),S,19,DUSAN BAJEVIC,,G8' G30' G81'
262,2186,ZAI,VIDINIC BLAGOJE (YUG),S,21,KAKOKO ETEPE,,OH46'
262,2186,YUG,MILJANIC MILJAN (SRB),N,21,OGNJEN PETROVIC,GK,
262,2186,ZAI,VIDINIC BLAGOJE (YUG),N,12,TUBILANDU NDIMBI,GK,I21'
262,2186,YUG,MILJANIC MILJAN (SRB),N,22,RIZAH MESKOVIC,GK,
